SET 1,SET 2,SET 3,SET 4,SET 5,Jogadora,Time,Partida,Vencedor,Serviço Err,Serviço Ace,Recepção Tot,Recepção Err,Ataque Exc.,Ataque Err,Ataque Blk,Bloqueio Pts,Fase,Cat,Jogo,VV
1,2,4,,,AMANDA SILVA,UNILIFE-MARINGA,ITAMBÉ MINAS x UNILIFE-MARINGA,ITAMBÉ MINAS,,,14,,7,4,2,1,classificatoria,returno,78,0
6,1,3,,,THAIS OLIVEIRA,UNILIFE-MARINGA,ITAMBÉ MINAS x UNILIFE-MARINGA,ITAMBÉ MINAS,2,,1,,,,,1,classificatoria,returno,78,0
*,*,*,,,TIFANY NASCIMENTO (L),UNILIFE-MARINGA,ITAMBÉ MINAS x UNILIFE-MARINGA,ITAMBÉ MINAS,,,24,2,,,,,classificatoria,returno,78,0
2,6,2,,,JUSSARA SILVA,UNILIFE-MARINGA,ITAMBÉ MINAS x UNILIFE-MARINGA,ITAMBÉ MINAS,2,1,,,4,3,4,,classificatoria,returno,78,0
*,*,*,,,DEBORA PADILHA NUNES,UNILIFE-MARINGA,ITAMBÉ MINAS x UNILIFE-MARINGA,ITAMBÉ MINAS,,,,,,,,,classificatoria,returno,78,0
*,*,,,,GABRIELA LIMA CORDAL SASSO,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,1,,,,1,,,,classificatoria,returno,79,0
*,,*,,,TAMARA ABILA PAULA,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,,,,,,,classificatoria,returno,79,0
1,1,1,,,IZADORA STEDILE,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,3,1,26,3,7,3,1,1,classificatoria,returno,79,0
5,5,5,,,VALESKA SANTOS MENEZES,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,1,,2,,3,,,2,classificatoria,returno,79,0
3,3,3,,,GABRIELLA ALEXANDRA GUEDES,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,2,2,,,7,2,,1,classificatoria,returno,79,0
4,4,4,,,NELMAIRA CAROLINA VALDEZ,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,2,,18,1,16,2,,1,classificatoria,returno,79,0
6,6,6,,,CALI TORI THOMPSON,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,2,,1,,,,classificatoria,returno,79,0
2,2,2,,,MELISSA RANGEL PAEZ,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,,,3,2,1,1,classificatoria,returno,79,0
,*,*,,,RAFAELA BERNARDES PATALLO,CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,4,1,,,,,classificatoria,returno,79,0
*,*,*,,,TASSIA STHAEL (L),CURITIBA VÔLEI,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,15,2,,,,,classificatoria,returno,79,0
1,2,1,,,DANIELLE LINS,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,3,,,1,,,,classificatoria,returno,79,0
2,3,2,,,SUELLE OLIVEIRA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,2,,10,,11,2,2,,classificatoria,returno,79,0
,,3,,,ADENIZIA FERREIRA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,1,,,,3,,1,,classificatoria,returno,79,0
*,*,*,,,NYEME NUNES (L),SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,,12,2,,,,,classificatoria,returno,79,0
6,1,6,,,MAYHARA SILVA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,1,,,,5,,,1,classificatoria,returno,79,1
4,5,4,,,NIA REED,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,3,,,11,2,2,1,classificatoria,returno,79,0
,*,5,,,DRUSSYLA COSTA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,1,9,,2,1,2,,classificatoria,returno,79,0
3,4,,,,MAYANY SOUZA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,,2,,,3,,,1,classificatoria,returno,79,0
5,6,*,,,THAISINHA SOUZA,SESI VOLEI BAURU,CURITIBA VÔLEI x SESI VOLEI BAURU,SESI VOLEI BAURU,2,,21,,5,1,,,classificatoria,returno,79,0
5,4,5,4,,NATALIA DANIELSKI,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,21,,12,5,3,2,classificatoria,returno,80,0
*,,*,*,,JULIANA ODILON,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,,,,,,,classificatoria,returno,80,0
4,3,4,3,,LAIZA FERREIRA,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,3,1,,11,2,3,1,classificatoria,returno,80,0
3,2,3,2,,CAMILA LEITE,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,3,1,,,16,2,2,2,classificatoria,returno,80,0
*,*,,,,FRANCIANE RICHTER,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,,,1,1,,,classificatoria,returno,80,0
2,1,2,1,,AMANDA SILVA,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,1,35,1,12,3,2,1,classificatoria,returno,80,1
1,6,1,6,,THAIS OLIVEIRA,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,,,1,,,2,classificatoria,returno,80,0
*,*,*,*,,KATRINA ZILBERMAN (L),UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,13,,,,,,classificatoria,returno,80,0
6,5,6,5,,JUSSARA SILVA,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,2,,2,1,6,3,1,3,classificatoria,returno,80,0
*,,*,*,,DEBORA PADILHA NUNES,UNILIFE-MARINGA,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,,,,,,,classificatoria,returno,80,0
4,4,4,1,,ANA CLARA MEDINA,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,3,1,6,,15,1,1,,classificatoria,returno,80,0
*,*,*,*,,GABRIELLA SILVA (L),COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,23,,,,,,classificatoria,returno,80,0
,*,,,,EMANUELLA DA SILVA,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,,,,,,,classificatoria,returno,80,0
,,*,3,,AMANDA KAROLINE MARQUES,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,1,3,1,10,,1,1,classificatoria,returno,80,0
,,*,4,,JULIA MOURA,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,2,,6,1,1,,,,classificatoria,returno,80,0
2,2,2,,,GABRIELLE MARCONDES,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,24,,7,1,2,3,classificatoria,returno,80,0
,*,*,*,,AMANDA RODRIGUES SEHN,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,,,,,,,classificatoria,returno,80,0
6,6,6,5,,LANNA GABRIELLA MACHADO,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,2,2,3,2,2,3,classificatoria,returno,80,0
5,5,5,*,,MAYRA VITORIA DE SOUZA,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,23,1,5,4,3,1,classificatoria,returno,80,0
,*,*,*,,DANIELA CECHETTO,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,,,,,,,1,,classificatoria,returno,80,0
1,1,1,6,,JULIA FAHEL,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,1,,,,1,,,,classificatoria,returno,80,0
3,3,3,2,,PAULINI RAMME,COUNTRY CLUB VALINHOS,UNILIFE-MARINGA x COUNTRY CLUB VALINHOS,UNILIFE-MARINGA,3,,,,1,,1,3,classificatoria,returno,80,0
,,*,,,LIMA VIVIAN,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
3,2,3,,,DIANA DUARTE,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,5,1,,5,classificatoria,returno,81,0
5,4,5,,,GLAYCE VASCONCELOS,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,23,1,8,,3,2,classificatoria,returno,81,0
*,*,,,,ANA LUIZA RUDIGER,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
4,3,4,,,LORRAYNA MARYS DA SILVA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,3,2,,,8,2,2,1,classificatoria,returno,81,0
6,5,6,,,LORENA VIEZEL,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,1,,,,11,,,1,classificatoria,returno,81,1
2,1,2,,,KARINA BARBOSA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,1,1,17,1,10,5,,2,classificatoria,returno,81,0
1,6,1,,,JACKELINE SANTOS,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,2,,,,classificatoria,returno,81,0
*,*,*,,,LAIS ZURLY VASQUES (L),BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,16,,,,,,classificatoria,returno,81,0
*,*,*,,,PAULINA  DE SOUZA (L),BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,4,,,,,,classificatoria,returno,81,0
,,*,,,KAROLINE TORMENA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
,*,,,,ROSELY NOGUEIRA,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
*,*,*,,,ISABELLA BERNARDO (L),ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,29,3,,,,,classificatoria,returno,81,0
2,1,2,,,CAROLINA LEITE,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,3,,,,4,,,,classificatoria,returno,81,0
5,4,5,,,EDINARA BRANCHER,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,14,2,6,4,classificatoria,returno,81,0
4,3,4,,,GABRIELA MARTINS,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,1,,1,,4,,1,1,classificatoria,returno,81,0
3,2,3,,,TALIA COSTA,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,1,,13,,10,3,3,,classificatoria,returno,81,0
,*,,,,CAMILA MESQUITA,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,1,,1,,classificatoria,returno,81,0
6,5,6,,,SONALY CIDRÃO,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,2,1,27,,7,2,,,classificatoria,returno,81,0
,,*,,,KELLY GOMES,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
1,6,1,,,LARISSA GONGRA,ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,1,,,3,,,,classificatoria,returno,81,0
,*,,,,VITORIA PARISE (L),ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB x ESPORTE CLUBE PINHEIROS,BARUERI VOLLEYBALL CLUB,,,,,,,,,classificatoria,returno,81,0
5,3,5,,,MILKA SILVA,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,4,1,1,1,classificatoria,returno,82,0
*,*,*,*,,NATALIA ARAUJO (L),SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,13,,,,,,classificatoria,returno,82,1
*,*,*,*,,JUMA SILVA,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,,,,2,classificatoria,returno,82,0
4,2,4,2,,MAIRA CIPRIANO,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,1,1,40,3,11,2,4,4,classificatoria,returno,82,0
,,*,3,,JUCIELY SILVA,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,1,,8,,,3,classificatoria,returno,82,0
2,6,2,6,,VALQUIRIA DULLIUS,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,1,,,8,,,5,classificatoria,returno,82,0
*,*,*,*,,GABRIELLA GUIMARAES,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,3,,,,,,classificatoria,returno,82,0
3,1,3,1,,MONIQUE PAVAO,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,9,3,3,3,classificatoria,returno,82,0
1,5,1,5,,YONKAIRA PENA,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,1,,21,1,20,1,2,1,classificatoria,returno,82,0
6,4,6,4,,GIOVANA GASPARINI,SESC RJ FLAMENGO,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,1,1,,,1,3,,,classificatoria,returno,82,0
1,6,1,6,,ANA CRISTINA,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,1,1,,,1,1,2,,classificatoria,returno,82,0
2,1,2,,,NATALIA MONTEIRO,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,1,24,1,6,2,2,3,classificatoria,returno,82,0
*,*,,*,,MAYNARA DEVESA,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,,,,,classificatoria,returno,82,0
6,5,6,5,,ALINE CRISTINA,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,1,1,,,6,1,,2,classificatoria,returno,82,0
,,*,1,,ANA CAROLINE,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,1,14,,2,1,3,,classificatoria,returno,82,0
4,3,4,3,,ARIANNE TOLENTINO,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,2,,,,16,6,5,1,classificatoria,returno,82,0
3,2,3,2,,EDNA SCHLINDWEIN,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,1,,2,,,4,classificatoria,returno,82,0
*,*,*,,,EMILCE SOSA,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,1,,,,classificatoria,returno,82,0
,,,*,,GEOVANA FREITAS,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,,,,,classificatoria,returno,82,0
*,,*,*,,VITORIA TRINDADE (L),BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,6,,,,,,classificatoria,returno,82,0
*,*,,*,,SARA DIAS,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,,,,3,1,1,,classificatoria,returno,82,0
5,4,5,4,,ISABELA PAQUIARDI,BRASÍLIA VÔLEI,SESC RJ FLAMENGO x BRASÍLIA VÔLEI,SESC RJ FLAMENGO,,1,48,2,16,2,5,,classificatoria,returno,82,0
1,6,1,,,CAROL GATTAZ,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,1,,6,1,,2,classificatoria,returno,83,0
2,1,2,,,MACRIS  CARNEIRO,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,,,,,,,classificatoria,returno,83,0
3,2,3,,,PRISCILA DAROIT,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,3,20,,9,2,3,,classificatoria,returno,83,0
4,3,4,,,JULIA KUDIESS,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,3,,,4,,,2,classificatoria,returno,83,0
*,*,*,,,KISY CESARIO,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,,,7,2,1,1,classificatoria,returno,83,0
,,*,,,JULIA MOREIRA (L),ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,5,1,,,,,classificatoria,returno,83,0
*,*,*,,,PRISCILA  HELDES,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,1,,,,classificatoria,returno,83,0
6,5,6,,,PRISCILA SOUZA,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,2,2,17,,10,1,,,classificatoria,returno,83,0
,,*,,,REBECA CAMILLE,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,,,,,classificatoria,returno,83,0
*,*,*,,,LEIA  SILVA (L),ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,4,,,,,,classificatoria,returno,83,1
5,4,5,,,DANIELLE CUTTINO,ITAMBÉ MINAS,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,7,2,1,2,classificatoria,returno,83,0
3,4,3,,,LARA NOBRE,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,,,5,,,1,classificatoria,returno,83,0
*,*,*,,,MARIA CLARA CARVALHAES,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,1,,,,classificatoria,returno,83,0
,*,,,,DANIELA SEIBT,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,,,,,classificatoria,returno,83,0
1,2,1,,,FRANCINE TOMAZONI,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,,,2,,,,classificatoria,returno,83,0
2,3,,,,GABRIELA CANDIDO,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,8,1,2,1,,2,classificatoria,returno,83,0
6,1,6,,,LAYS FERNANDA FREITAS,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,1,,,2,,1,1,classificatoria,returno,83,0
*,*,,,,JADA BURSE,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,,,1,,1,,classificatoria,returno,83,0
,*,*,,,ISABELLA LETICIA ROCHA,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,1,,1,,,,classificatoria,returno,83,0
5,6,5,,,MAYARA BARCELOS,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,2,,28,3,6,3,2,,classificatoria,returno,83,0
*,*,2,,,PAULA MOHR,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,17,1,6,2,1,1,classificatoria,returno,83,0
4,5,4,,,KIMBERLY GOMES,FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,1,,,,6,3,2,,classificatoria,returno,83,0
,,*,,,STEFANIE TARRAGA (L),FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,2,,,,,,classificatoria,returno,83,0
*,*,*,,,LETICIA MOURA (L),FLUMINENSE,ITAMBÉ MINAS x FLUMINENSE,ITAMBÉ MINAS,,,11,3,,,,,classificatoria,returno,83,0
4,4,4,,,BRAYELIN MARTINEZ,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,2,,,,8,3,2,1,classificatoria,returno,84,0
6,6,6,,,JINEIRY MARTINEZ,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,1,,1,,6,,1,2,classificatoria,returno,84,0
2,2,2,,,ANNE ELISE BUIJS,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,25,3,12,2,1,,classificatoria,returno,84,1
5,5,5,,,KASIELY CLEMENTE,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,1,,11,1,6,2,,2,classificatoria,returno,84,0
*,*,*,,,JULIANA PERDIGAO (L),DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,14,1,,,,,classificatoria,returno,84,0
3,3,3,,,ANA CAROLINA SILVA,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,1,1,,,3,1,1,3,classificatoria,returno,84,0
*,,*,,,VANESSA JANKE,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,returno,84,0
1,1,1,,,LYARA BATISTA,DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,1,1,,,,,,classificatoria,returno,84,0
6,6,6,,,FABIANA CLAUDINO,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,1,1,,,6,,2,3,classificatoria,returno,84,0
3,3,3,,,RACHAEL ADAMS,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,2,,1,,9,2,1,2,classificatoria,returno,84,0
*,*,*,,,SILVANA PAPINI,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,returno,84,0
4,4,4,,,TIFANNY ABREU,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,2,1,,,12,2,2,,classificatoria,returno,84,0
5,5,5,,,MICHELLE PAVAO,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,1,1,19,,5,5,2,,classificatoria,returno,84,0
1,1,1,,,JOSEFA FABIOLA,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,2,,,,,,,,classificatoria,returno,84,0
*,,*,,,CEREN KAPUCU,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,3,,2,1,1,,classificatoria,returno,84,0
*,*,*,,,CAMILA BRAIT (L),OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,,,20,,,,,,classificatoria,returno,84,0
2,2,2,,,CARLA SANTOS,OSASCO SÃO CRISTOVÃO SAÚDE,DENTIL PRAIA CLUBE x OSASCO SÃO CRISTOVÃO SAUDE,DENTIL PRAIA CLUBE,5,2,25,2,3,1,,,classificatoria,returno,84,0
